PIPELINE,ALGO_NAME,STACK_FLG,PP_FLAG,SCORE,HYPER_NAME,HYPER_TYPE,HYPER_VALUE
1.0,adaboostregressor,N,N,4.376542069773388,base_estimator,N,
1.0,adaboostregressor,N,N,4.376542069773388,learning_rate,N,0.01
1.0,adaboostregressor,N,N,4.376542069773388,loss,C,linear
1.0,adaboostregressor,N,N,4.376542069773388,n_estimators,N,100
1.0,adaboostregressor,N,N,4.376542069773388,random_state,N,
2.0,adaboostregressor,N,N,4.339522836626471,base_estimator,N,
2.0,adaboostregressor,N,N,4.339522836626471,learning_rate,N,0.01
2.0,adaboostregressor,N,N,4.339522836626471,loss,C,square
2.0,adaboostregressor,N,N,4.339522836626471,n_estimators,N,100
2.0,adaboostregressor,N,N,4.339522836626471,random_state,N,
3.0,binarizer,N,Y,7.970957903240288,copy,C,True
3.0,binarizer,N,Y,7.970957903240288,threshold,N,0.2
3.0,decisiontreeregressor,N,N,7.970957903240288,criterion,C,mse
3.0,decisiontreeregressor,N,N,7.970957903240288,max_depth,N,2
3.0,decisiontreeregressor,N,N,7.970957903240288,max_features,N,
3.0,decisiontreeregressor,N,N,7.970957903240288,max_leaf_nodes,N,
3.0,decisiontreeregressor,N,N,7.970957903240288,min_impurity_decrease,N,0.0
3.0,decisiontreeregressor,N,N,7.970957903240288,min_impurity_split,N,
3.0,decisiontreeregressor,N,N,7.970957903240288,min_samples_leaf,N,8
3.0,decisiontreeregressor,N,N,7.970957903240288,min_samples_split,N,3
3.0,decisiontreeregressor,N,N,7.970957903240288,min_weight_fraction_leaf,N,0.0
3.0,decisiontreeregressor,N,N,7.970957903240288,presort,C,False
3.0,decisiontreeregressor,N,N,7.970957903240288,random_state,N,
3.0,decisiontreeregressor,N,N,7.970957903240288,splitter,C,best
4.0,binarizer,N,Y,7.999232514465274,copy,C,True
4.0,binarizer,N,Y,7.999232514465274,threshold,N,0.2
4.0,featureagglomeration,N,Y,7.999232514465274,affinity,C,l1
4.0,featureagglomeration,N,Y,7.999232514465274,compute_full_tree,C,auto
4.0,featureagglomeration,N,Y,7.999232514465274,connectivity,N,
4.0,featureagglomeration,N,Y,7.999232514465274,distance_threshold,N,
4.0,featureagglomeration,N,Y,7.999232514465274,linkage,C,average
4.0,featureagglomeration,N,Y,7.999232514465274,memory,N,
4.0,featureagglomeration,N,Y,7.999232514465274,n_clusters,N,2
4.0,featureagglomeration,N,Y,7.999232514465274,pooling_func,N,<function mean at 0x1135ba950>
4.0,decisiontreeregressor,N,N,7.999232514465274,criterion,C,mse
4.0,decisiontreeregressor,N,N,7.999232514465274,max_depth,N,2
4.0,decisiontreeregressor,N,N,7.999232514465274,max_features,N,
4.0,decisiontreeregressor,N,N,7.999232514465274,max_leaf_nodes,N,
4.0,decisiontreeregressor,N,N,7.999232514465274,min_impurity_decrease,N,0.0
4.0,decisiontreeregressor,N,N,7.999232514465274,min_impurity_split,N,
4.0,decisiontreeregressor,N,N,7.999232514465274,min_samples_leaf,N,8
4.0,decisiontreeregressor,N,N,7.999232514465274,min_samples_split,N,3
4.0,decisiontreeregressor,N,N,7.999232514465274,min_weight_fraction_leaf,N,0.0
4.0,decisiontreeregressor,N,N,7.999232514465274,presort,C,False
4.0,decisiontreeregressor,N,N,7.999232514465274,random_state,N,
4.0,decisiontreeregressor,N,N,7.999232514465274,splitter,C,best
5.0,extratreesregressor,N,N,6.445808527348447,bootstrap,C,True
5.0,extratreesregressor,N,N,6.445808527348447,criterion,C,mse
5.0,extratreesregressor,N,N,6.445808527348447,max_depth,N,
5.0,extratreesregressor,N,N,6.445808527348447,max_features,N,0.2
5.0,extratreesregressor,N,N,6.445808527348447,max_leaf_nodes,N,
5.0,extratreesregressor,N,N,6.445808527348447,min_impurity_decrease,N,0.0
5.0,extratreesregressor,N,N,6.445808527348447,min_impurity_split,N,
5.0,extratreesregressor,N,N,6.445808527348447,min_samples_leaf,N,7
5.0,extratreesregressor,N,N,6.445808527348447,min_samples_split,N,7
5.0,extratreesregressor,N,N,6.445808527348447,min_weight_fraction_leaf,N,0.0
5.0,extratreesregressor,N,N,6.445808527348447,n_estimators,N,100
5.0,extratreesregressor,N,N,6.445808527348447,n_jobs,N,
5.0,extratreesregressor,N,N,6.445808527348447,oob_score,C,False
5.0,extratreesregressor,N,N,6.445808527348447,random_state,N,
5.0,extratreesregressor,N,N,6.445808527348447,verbose,N,0
5.0,extratreesregressor,N,N,6.445808527348447,warm_start,C,False
6.0,minmaxscaler,N,Y,6.362179143438306,copy,C,True
6.0,minmaxscaler,N,Y,6.362179143438306,feature_range,N,"(0, 1)"
6.0,kneighborsregressor,N,N,6.362179143438306,algorithm,C,auto
6.0,kneighborsregressor,N,N,6.362179143438306,leaf_size,N,30
6.0,kneighborsregressor,N,N,6.362179143438306,metric,C,minkowski
6.0,kneighborsregressor,N,N,6.362179143438306,metric_params,N,
6.0,kneighborsregressor,N,N,6.362179143438306,n_jobs,N,
6.0,kneighborsregressor,N,N,6.362179143438306,n_neighbors,N,82
6.0,kneighborsregressor,N,N,6.362179143438306,p,N,1
6.0,kneighborsregressor,N,N,6.362179143438306,weights,C,distance
7.0,kneighborsregressor,N,N,5.897992349782497,algorithm,C,auto
7.0,kneighborsregressor,N,N,5.897992349782497,leaf_size,N,30
7.0,kneighborsregressor,N,N,5.897992349782497,metric,C,minkowski
7.0,kneighborsregressor,N,N,5.897992349782497,metric_params,N,
7.0,kneighborsregressor,N,N,5.897992349782497,n_jobs,N,
7.0,kneighborsregressor,N,N,5.897992349782497,n_neighbors,N,22
7.0,kneighborsregressor,N,N,5.897992349782497,p,N,1
7.0,kneighborsregressor,N,N,5.897992349782497,weights,C,distance
8.0,kneighborsregressor_stack,Y,N,5.758817755785211,algorithm,C,auto
8.0,kneighborsregressor_stack,Y,N,5.758817755785211,leaf_size,N,30
8.0,kneighborsregressor_stack,Y,N,5.758817755785211,metric,C,minkowski
8.0,kneighborsregressor_stack,Y,N,5.758817755785211,metric_params,N,
8.0,kneighborsregressor_stack,Y,N,5.758817755785211,n_jobs,N,
8.0,kneighborsregressor_stack,Y,N,5.758817755785211,n_neighbors,N,4
8.0,kneighborsregressor_stack,Y,N,5.758817755785211,p,N,2
8.0,kneighborsregressor_stack,Y,N,5.758817755785211,weights,C,uniform
8.0,randomforestregressor,N,N,5.758817755785211,bootstrap,C,False
8.0,randomforestregressor,N,N,5.758817755785211,criterion,C,mse
8.0,randomforestregressor,N,N,5.758817755785211,max_depth,N,
8.0,randomforestregressor,N,N,5.758817755785211,max_features,N,0.05
8.0,randomforestregressor,N,N,5.758817755785211,max_leaf_nodes,N,
8.0,randomforestregressor,N,N,5.758817755785211,min_impurity_decrease,N,0.0
8.0,randomforestregressor,N,N,5.758817755785211,min_impurity_split,N,
8.0,randomforestregressor,N,N,5.758817755785211,min_samples_leaf,N,16
8.0,randomforestregressor,N,N,5.758817755785211,min_samples_split,N,18
8.0,randomforestregressor,N,N,5.758817755785211,min_weight_fraction_leaf,N,0.0
8.0,randomforestregressor,N,N,5.758817755785211,n_estimators,N,100
8.0,randomforestregressor,N,N,5.758817755785211,n_jobs,N,
8.0,randomforestregressor,N,N,5.758817755785211,oob_score,C,False
8.0,randomforestregressor,N,N,5.758817755785211,random_state,N,
8.0,randomforestregressor,N,N,5.758817755785211,verbose,N,0
8.0,randomforestregressor,N,N,5.758817755785211,warm_start,C,False
9.0,kneighborsregressor_stack,Y,N,5.336420654943252,algorithm,C,auto
9.0,kneighborsregressor_stack,Y,N,5.336420654943252,leaf_size,N,30
9.0,kneighborsregressor_stack,Y,N,5.336420654943252,metric,C,minkowski
9.0,kneighborsregressor_stack,Y,N,5.336420654943252,metric_params,N,
9.0,kneighborsregressor_stack,Y,N,5.336420654943252,n_jobs,N,
9.0,kneighborsregressor_stack,Y,N,5.336420654943252,n_neighbors,N,4
9.0,kneighborsregressor_stack,Y,N,5.336420654943252,p,N,2
9.0,kneighborsregressor_stack,Y,N,5.336420654943252,weights,C,uniform
9.0,selectpercentile,N,Y,5.336420654943252,percentile,N,89
9.0,selectpercentile,N,Y,5.336420654943252,score_func,N,<function f_regression at 0x1a248cd0d0>
9.0,randomforestregressor,N,N,5.336420654943252,bootstrap,C,False
9.0,randomforestregressor,N,N,5.336420654943252,criterion,C,mse
9.0,randomforestregressor,N,N,5.336420654943252,max_depth,N,
9.0,randomforestregressor,N,N,5.336420654943252,max_features,N,0.05
9.0,randomforestregressor,N,N,5.336420654943252,max_leaf_nodes,N,
9.0,randomforestregressor,N,N,5.336420654943252,min_impurity_decrease,N,0.0
9.0,randomforestregressor,N,N,5.336420654943252,min_impurity_split,N,
9.0,randomforestregressor,N,N,5.336420654943252,min_samples_leaf,N,16
9.0,randomforestregressor,N,N,5.336420654943252,min_samples_split,N,18
9.0,randomforestregressor,N,N,5.336420654943252,min_weight_fraction_leaf,N,0.0
9.0,randomforestregressor,N,N,5.336420654943252,n_estimators,N,100
9.0,randomforestregressor,N,N,5.336420654943252,n_jobs,N,
9.0,randomforestregressor,N,N,5.336420654943252,oob_score,C,False
9.0,randomforestregressor,N,N,5.336420654943252,random_state,N,
9.0,randomforestregressor,N,N,5.336420654943252,verbose,N,0
9.0,randomforestregressor,N,N,5.336420654943252,warm_start,C,False
10.0,ridgecv,N,N,4.766666027520636,alphas,N,[ 0.1  1.  10. ]
10.0,ridgecv,N,N,4.766666027520636,cv,N,
10.0,ridgecv,N,N,4.766666027520636,fit_intercept,C,True
10.0,ridgecv,N,N,4.766666027520636,gcv_mode,N,
10.0,ridgecv,N,N,4.766666027520636,normalize,C,False
10.0,ridgecv,N,N,4.766666027520636,scoring,N,
10.0,ridgecv,N,N,4.766666027520636,store_cv_values,C,False
11,decisiontreeregressor,N,N,5.181084829904064,criterion,C,mse
11,decisiontreeregressor,N,N,5.181084829904064,max_depth,N,8
11,decisiontreeregressor,N,N,5.181084829904064,max_features,N,
11,decisiontreeregressor,N,N,5.181084829904064,max_leaf_nodes,N,
11,decisiontreeregressor,N,N,5.181084829904064,min_impurity_decrease,N,0.0
11,decisiontreeregressor,N,N,5.181084829904064,min_impurity_split,N,
11,decisiontreeregressor,N,N,5.181084829904064,min_samples_leaf,N,20
11,decisiontreeregressor,N,N,5.181084829904064,min_samples_split,N,15
11,decisiontreeregressor,N,N,5.181084829904064,min_weight_fraction_leaf,N,0.0
11,decisiontreeregressor,N,N,5.181084829904064,presort,C,False
11,decisiontreeregressor,N,N,5.181084829904064,random_state,N,
11,decisiontreeregressor,N,N,5.181084829904064,splitter,C,best
12,lassolarscv_stack,Y,N,6.228405263679849,copy_X,C,True
12,lassolarscv_stack,Y,N,6.228405263679849,cv,C,warn
12,lassolarscv_stack,Y,N,6.228405263679849,eps,N,2.220446049250313e-16
12,lassolarscv_stack,Y,N,6.228405263679849,fit_intercept,C,True
12,lassolarscv_stack,Y,N,6.228405263679849,max_iter,N,500
12,lassolarscv_stack,Y,N,6.228405263679849,max_n_alphas,N,1000
12,lassolarscv_stack,Y,N,6.228405263679849,n_jobs,N,
12,lassolarscv_stack,Y,N,6.228405263679849,normalize,C,True
12,lassolarscv_stack,Y,N,6.228405263679849,positive,C,False
12,lassolarscv_stack,Y,N,6.228405263679849,precompute,C,auto
12,lassolarscv_stack,Y,N,6.228405263679849,verbose,C,False
12,extratreesregressor,N,N,6.228405263679849,bootstrap,C,True
12,extratreesregressor,N,N,6.228405263679849,criterion,C,mse
12,extratreesregressor,N,N,6.228405263679849,max_depth,N,
12,extratreesregressor,N,N,6.228405263679849,max_features,N,0.4
12,extratreesregressor,N,N,6.228405263679849,max_leaf_nodes,N,
12,extratreesregressor,N,N,6.228405263679849,min_impurity_decrease,N,0.0
12,extratreesregressor,N,N,6.228405263679849,min_impurity_split,N,
12,extratreesregressor,N,N,6.228405263679849,min_samples_leaf,N,14
12,extratreesregressor,N,N,6.228405263679849,min_samples_split,N,3
12,extratreesregressor,N,N,6.228405263679849,min_weight_fraction_leaf,N,0.0
12,extratreesregressor,N,N,6.228405263679849,n_estimators,N,100
12,extratreesregressor,N,N,6.228405263679849,n_jobs,N,
12,extratreesregressor,N,N,6.228405263679849,oob_score,C,False
12,extratreesregressor,N,N,6.228405263679849,random_state,N,
12,extratreesregressor,N,N,6.228405263679849,verbose,N,0
12,extratreesregressor,N,N,6.228405263679849,warm_start,C,False
13,linearsvr_stack,Y,N,5.834846272050527,C,N,5.0
13,linearsvr_stack,Y,N,5.834846272050527,dual,C,True
13,linearsvr_stack,Y,N,5.834846272050527,epsilon,N,0.1
13,linearsvr_stack,Y,N,5.834846272050527,fit_intercept,C,True
13,linearsvr_stack,Y,N,5.834846272050527,intercept_scaling,N,1.0
13,linearsvr_stack,Y,N,5.834846272050527,loss,C,squared_epsilon_insensitive
13,linearsvr_stack,Y,N,5.834846272050527,max_iter,N,1000
13,linearsvr_stack,Y,N,5.834846272050527,random_state,N,
13,linearsvr_stack,Y,N,5.834846272050527,tol,N,0.001
13,linearsvr_stack,Y,N,5.834846272050527,verbose,N,0
13,kneighborsregressor,N,N,5.834846272050527,algorithm,C,auto
13,kneighborsregressor,N,N,5.834846272050527,leaf_size,N,30
13,kneighborsregressor,N,N,5.834846272050527,metric,C,minkowski
13,kneighborsregressor,N,N,5.834846272050527,metric_params,N,
13,kneighborsregressor,N,N,5.834846272050527,n_jobs,N,
13,kneighborsregressor,N,N,5.834846272050527,n_neighbors,N,10
13,kneighborsregressor,N,N,5.834846272050527,p,N,1
13,kneighborsregressor,N,N,5.834846272050527,weights,C,distance
14,linearsvr_stack,Y,N,7.078901500801334,C,N,5.0
14,linearsvr_stack,Y,N,7.078901500801334,dual,C,True
14,linearsvr_stack,Y,N,7.078901500801334,epsilon,N,0.1
14,linearsvr_stack,Y,N,7.078901500801334,fit_intercept,C,True
14,linearsvr_stack,Y,N,7.078901500801334,intercept_scaling,N,1.0
14,linearsvr_stack,Y,N,7.078901500801334,loss,C,squared_epsilon_insensitive
14,linearsvr_stack,Y,N,7.078901500801334,max_iter,N,1000
14,linearsvr_stack,Y,N,7.078901500801334,random_state,N,
14,linearsvr_stack,Y,N,7.078901500801334,tol,N,0.001
14,linearsvr_stack,Y,N,7.078901500801334,verbose,N,0
14,kneighborsregressor,N,N,7.078901500801334,algorithm,C,auto
14,kneighborsregressor,N,N,7.078901500801334,leaf_size,N,30
14,kneighborsregressor,N,N,7.078901500801334,metric,C,minkowski
14,kneighborsregressor,N,N,7.078901500801334,metric_params,N,
14,kneighborsregressor,N,N,7.078901500801334,n_jobs,N,
14,kneighborsregressor,N,N,7.078901500801334,n_neighbors,N,74
14,kneighborsregressor,N,N,7.078901500801334,p,N,1
14,kneighborsregressor,N,N,7.078901500801334,weights,C,distance
15,pca,N,Y,7.3606807641376575,copy,C,True
15,pca,N,Y,7.3606807641376575,iterated_power,N,4
15,pca,N,Y,7.3606807641376575,n_components,N,
15,pca,N,Y,7.3606807641376575,random_state,N,
15,pca,N,Y,7.3606807641376575,svd_solver,C,randomized
15,pca,N,Y,7.3606807641376575,tol,N,0.0
15,pca,N,Y,7.3606807641376575,whiten,C,False
15,kneighborsregressor,N,N,7.3606807641376575,algorithm,C,auto
15,kneighborsregressor,N,N,7.3606807641376575,leaf_size,N,30
15,kneighborsregressor,N,N,7.3606807641376575,metric,C,minkowski
15,kneighborsregressor,N,N,7.3606807641376575,metric_params,N,
15,kneighborsregressor,N,N,7.3606807641376575,n_jobs,N,
15,kneighborsregressor,N,N,7.3606807641376575,n_neighbors,N,74
15,kneighborsregressor,N,N,7.3606807641376575,p,N,2
15,kneighborsregressor,N,N,7.3606807641376575,weights,C,distance
16,kneighborsregressor,N,N,7.36068076413766,algorithm,C,auto
16,kneighborsregressor,N,N,7.36068076413766,leaf_size,N,30
16,kneighborsregressor,N,N,7.36068076413766,metric,C,minkowski
16,kneighborsregressor,N,N,7.36068076413766,metric_params,N,
16,kneighborsregressor,N,N,7.36068076413766,n_jobs,N,
16,kneighborsregressor,N,N,7.36068076413766,n_neighbors,N,74
16,kneighborsregressor,N,N,7.36068076413766,p,N,2
16,kneighborsregressor,N,N,7.36068076413766,weights,C,distance
17,nystroem,N,N,8.236682676027412,coef0,N,
17,nystroem,N,N,8.236682676027412,degree,N,
17,nystroem,N,N,8.236682676027412,gamma,N,0.25
17,nystroem,N,N,8.236682676027412,kernel,C,chi2
17,nystroem,N,N,8.236682676027412,kernel_params,N,
17,nystroem,N,N,8.236682676027412,n_components,N,5
17,nystroem,N,N,8.236682676027412,random_state,N,
17,xgbregressor,N,N,8.236682676027412,base_score,N,0.5
17,xgbregressor,N,N,8.236682676027412,booster,C,gbtree
17,xgbregressor,N,N,8.236682676027412,colsample_bylevel,N,1
17,xgbregressor,N,N,8.236682676027412,colsample_bynode,N,1
17,xgbregressor,N,N,8.236682676027412,colsample_bytree,N,1
17,xgbregressor,N,N,8.236682676027412,gamma,N,0
17,xgbregressor,N,N,8.236682676027412,importance_type,C,gain
17,xgbregressor,N,N,8.236682676027412,learning_rate,N,0.1
17,xgbregressor,N,N,8.236682676027412,max_delta_step,N,0
17,xgbregressor,N,N,8.236682676027412,max_depth,N,9
17,xgbregressor,N,N,8.236682676027412,min_child_weight,N,15
17,xgbregressor,N,N,8.236682676027412,missing,N,
17,xgbregressor,N,N,8.236682676027412,n_estimators,N,100
17,xgbregressor,N,N,8.236682676027412,n_jobs,N,1
17,xgbregressor,N,N,8.236682676027412,nthread,N,1
17,xgbregressor,N,N,8.236682676027412,objective,C,reg:squarederror
17,xgbregressor,N,N,8.236682676027412,random_state,N,0
17,xgbregressor,N,N,8.236682676027412,reg_alpha,N,0
17,xgbregressor,N,N,8.236682676027412,reg_lambda,N,1
17,xgbregressor,N,N,8.236682676027412,scale_pos_weight,N,1
17,xgbregressor,N,N,8.236682676027412,seed,N,
17,xgbregressor,N,N,8.236682676027412,silent,N,
17,xgbregressor,N,N,8.236682676027412,subsample,N,0.15000000000000002
17,xgbregressor,N,N,8.236682676027412,verbosity,N,1
18,nystroem,N,N,7.050522306593164,coef0,N,
18,nystroem,N,N,7.050522306593164,degree,N,
18,nystroem,N,N,7.050522306593164,gamma,N,0.25
18,nystroem,N,N,7.050522306593164,kernel,C,chi2
18,nystroem,N,N,7.050522306593164,kernel_params,N,
18,nystroem,N,N,7.050522306593164,n_components,N,5
18,nystroem,N,N,7.050522306593164,random_state,N,
18,xgbregressor,N,N,7.050522306593164,base_score,N,0.5
18,xgbregressor,N,N,7.050522306593164,booster,C,gbtree
18,xgbregressor,N,N,7.050522306593164,colsample_bylevel,N,1
18,xgbregressor,N,N,7.050522306593164,colsample_bynode,N,1
18,xgbregressor,N,N,7.050522306593164,colsample_bytree,N,1
18,xgbregressor,N,N,7.050522306593164,gamma,N,0
18,xgbregressor,N,N,7.050522306593164,importance_type,C,gain
18,xgbregressor,N,N,7.050522306593164,learning_rate,N,0.1
18,xgbregressor,N,N,7.050522306593164,max_delta_step,N,0
18,xgbregressor,N,N,7.050522306593164,max_depth,N,9
18,xgbregressor,N,N,7.050522306593164,min_child_weight,N,15
18,xgbregressor,N,N,7.050522306593164,missing,N,
18,xgbregressor,N,N,7.050522306593164,n_estimators,N,100
18,xgbregressor,N,N,7.050522306593164,n_jobs,N,1
18,xgbregressor,N,N,7.050522306593164,nthread,N,1
18,xgbregressor,N,N,7.050522306593164,objective,C,reg:squarederror
18,xgbregressor,N,N,7.050522306593164,random_state,N,0
18,xgbregressor,N,N,7.050522306593164,reg_alpha,N,0
18,xgbregressor,N,N,7.050522306593164,reg_lambda,N,1
18,xgbregressor,N,N,7.050522306593164,scale_pos_weight,N,1
18,xgbregressor,N,N,7.050522306593164,seed,N,
18,xgbregressor,N,N,7.050522306593164,silent,N,
18,xgbregressor,N,N,7.050522306593164,subsample,N,0.4
18,xgbregressor,N,N,7.050522306593164,verbosity,N,1
19,nystroem,N,N,7.077087654048715,coef0,N,
19,nystroem,N,N,7.077087654048715,degree,N,
19,nystroem,N,N,7.077087654048715,gamma,N,0.25
19,nystroem,N,N,7.077087654048715,kernel,C,chi2
19,nystroem,N,N,7.077087654048715,kernel_params,N,
19,nystroem,N,N,7.077087654048715,n_components,N,5
19,nystroem,N,N,7.077087654048715,random_state,N,
19,xgbregressor,N,N,7.077087654048715,base_score,N,0.5
19,xgbregressor,N,N,7.077087654048715,booster,C,gbtree
19,xgbregressor,N,N,7.077087654048715,colsample_bylevel,N,1
19,xgbregressor,N,N,7.077087654048715,colsample_bynode,N,1
